timestamp_ns,传感器类型,ax(m/s²),ay(m/s²),az(m/s²),纬度,经度,速度(m/s),航向角(°),gx(rad/s),gy(rad/s),gz(rad/s)
70053027897802,加速度计,2.6222,1.7633,1.2629,,,,,,,
70053035421292,陀螺仪,,,,,,,,0.2985,-0.5808,-1.3205
70053037918115,加速度计,4.0097,13.8582,-8.9016,,,,,,,
70053047930615,加速度计,-15.3229,20.9128,4.9829,,,,,,,
70053055446657,陀螺仪,,,,,,,,-0.2687,-0.7123,-0.7999
70053057943375,加速度计,-6.4829,12.2368,12.9335,,,,,,,
70053067956552,加速度计,3.4530,-1.2294,15.3175,,,,,,,
70053075473636,陀螺仪,,,,,,,,0.1261,-0.7579,-0.5261
70053077970146,加速度计,5.6868,-7.5735,8.5844,,,,,,,
70053087984417,加速度计,11.4162,5.0039,1.1187,,,,,,,
70053095503427,陀螺仪,,,,,,,,0.1590,-0.5344,-0.9140
70053097999521,加速度计,-3.0041,16.3117,1.9070,,,,,,,
70053108015459,加速度计,-3.9558,13.3567,11.3138,,,,,,,
70053118032230,加速度计,-0.3974,6.2716,10.1628,,,,,,,
70053115536552,陀螺仪,,,,,,,,0.0394,-0.3712,-0.4041
70053128049834,加速度计,-3.0556,5.0985,2.9981,,,,,,,
70053138068271,加速度计,-2.6384,5.3486,1.3503,,,,,,,
70053135573011,陀螺仪,,,,,,,,0.0788,-0.2739,-0.0341
70053148087542,加速度计,0.3286,5.5109,7.0605,,,,,,,
70053158107646,加速度计,0.8751,8.0643,10.0269,,,,,,,
70053155612802,陀螺仪,,,,,,,,0.0740,-0.0988,0.2494
70053168128584,加速度计,-1.4557,10.6919,6.2142,,,,,,,
70053178150094,加速度计,-1.9716,8.4461,5.4702,,,,,,,
70053175655563,陀螺仪,,,,,,,,0.0991,0.1459,0.5606
70053188172021,加速度计,-3.1478,5.8413,4.4299,,,,,,,
70053198194365,加速度计,-2.9221,5.7946,4.3808,,,,,,,
70053195700042,陀螺仪,,,,,,,,0.0461,0.2798,0.9242
70053208216865,加速度计,-2.2476,6.4290,7.0336,,,,,,,
70053215745042,陀螺仪,,,,,,,,0.0372,0.3904,1.1946
70053218239365,加速度计,-2.1027,8.0068,8.4779,,,,,,,
70053228260563,加速度计,-1.8938,7.9871,7.6507,,,,,,,
70053235784313,陀螺仪,,,,,,,,0.1067,0.4955,1.2667
70053238279677,加速度计,-2.5115,7.9033,6.4201,,,,,,,
70053248297750,加速度计,-3.1939,7.4831,4.5179,,,,,,,
70053258315667,加速度计,-1.4772,6.7139,5.7994,,,,,,,
70053255820198,陀螺仪,,,,,,,,0.0679,0.5346,1.3380
70053268333584,加速度计,-0.3394,8.4276,4.5203,,,,,,,
70053278351761,加速度计,-0.3256,9.7474,5.7180,,,,,,,
70053275857907,陀螺仪,,,,,,,,0.0237,0.5198,1.1976
